Resource URL,Resource Type,Title,Authors,Authors As Published,Editors,Contributors,Divisions,Abstract,Full Text,DOI,Publication Status,Publication,ISBN,ISSN,eISSN,Volume,Issue,Pages,Publication Date,Publication Year,First Published,Recorded Quarter,Publisher,Keywords,JEL Codes,FRS Taxonomy,Cite As,File Format,Public Address,Work ID,Earlier Versions,Later Versions,Rights,Supporting Data,Data Sources,m1,RePEc ID,Authors URI,Publisher URI,Publication URI,Editors URI,CDM Record
https://www.federalreserve.gov/econres/notes/feds-notes/a-better-way-of-understanding-the-u-s-consumer-decomposing-retail-spending-by-household-income-20241011.html,Short articles and notes,A Better Way of Understanding the US Consumer: Decomposing Retail Sales by Household Income,"Hacioglu Hoke, Sinem; Feler, Leo; Chylak, Jack",Sinem Hacıoğlu Hoke; Leo Feler; Jack Chylak,,,Research and Statistics,"Changes in retail spending reflect changes in consumer demand for goods. For the past several months, retail sales estimates published by the Census Bureau have indicated that consumer demand for retail goods remains resilient. However, published measures do not provide details on which consumers’ spending has remained resilient. Using a detailed micro dataset, we construct a measure of average retail spending for low-, middle- and high-income households.",,10.17016/2380-7172.3611,Online only,FEDS Notes,,,2380-7172,,2024-10-11,,2024-10-11,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),,,Consumer economics; Personal income; Retail and wholesale trade,"Hoke, Sinem Hacıoğlu, Leo Feler, and Jack Chylak (2024). ""A Better Way of Understanding the US Consumer: Decomposing Retail Sales by Household Income&#44;"" FEDS Notes 2024-10-11. Washington: Board of Governors of the Federal Reserve System, October 11, https://doi.org/10.17016/2380-7172.3611",Adobe Portable Document Format,https://www.federalreserve.gov/econres/notes/feds-notes/a-better-way-of-understanding-the-u-s-consumer-decomposing-retail-spending-by-household-income-20241011.html,9198.0,,,,,,m1sxh12,,http://taxonomy.frb.gov/rl/person/i5104; http://taxonomy.frb.gov/rl/person/i1085; [Jack Chylak],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p379,,12595
https://www.federalreserve.gov/econres/ifdp/household-excess-savings-and-the-transmission-of-monetary-policy.htm,Working papers,Household Excess Savings and the Transmission of Monetary Policy,"Ferreira, Thiago Revil T.; Gornemann, Nils M.; Ortiz, Julio L.",Thiago R.T. Ferreira; Nils Gornemann; Julio L. Ortiz,,,International Finance,"Household savings rose above trend in many developed countries after the onset of COVID-19. Given its link to aggregate consumption, the presence of these ""excess savings"" has raised questions about their implications for the transmission of monetary policy. Using a panel of euro-area economies and high-frequency monetary policy shocks, we document that household excess savings dampen the effects of monetary policy on economic activity and inflation, especially during the pandemic period. To rationalize our empirical findings, we build a New Keynesian model in which households use savings to self-insure against counter-cyclical unemployment and consumption risk.",,10.17016/IFDP.2024.1397,Online only,International Finance Discussion Papers,,1073-2500,2767-4509,,1397,38 p.,2024-10-10,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),Monetary Policy; Excess Savings; Precautionary Savings; Consumption Risk; Unemployment,E12; E21; E24; E31; E52,Monetary policy; Savings,"Ferreira, Thiago R.T., Nils Gornemann, and Julio L. Ortiz (2024). ""Household Excess Savings and the Transmission of Monetary Policy&#44;"" International Finance Discussion Papers 1397. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/IFDP.2024.1397",Adobe Portable Document Format,https://www.federalreserve.gov/econres/ifdp/files/ifdp1397.pdf,9199.0,,,,,Haver Analytics : http://library.frb.gov/record=e1000279,m1jlo02; m1nmg00; m1trt00,,[Thiago R.T. Ferreira]; [Nils Gornemann]; http://taxonomy.frb.gov/rl/person/i4436,http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p525,,12594
https://linkinghub.elsevier.com/retrieve/pii/S0165176524003811,Academic articles,Which daily equity returns improve output forecasts?,"Jahan-Parvar, Mohammad R.; Lang, William W.",Mohammad R. Jahan-Pavar; William J. Lang,,,International Finance,"We document the improvements in short term forecasts of real output growth for the United States and the euro area from incorporating daily financial data and using mixed data sampling (MIDAS) regressions. Furthermore, we show that a significant share of forecast improvements are driven by information embedded in stock returns of large, capital-intensive firms. In comparison, labor-intensive firms contribute less to improvements in output forecasts within a MIDAS framework.",,10.1016/j.econlet.2024.111897,Online only,Economics Letters,,0165-1765,1873-7374,243,,,2024-10,2024.0,,2024Q4 (IF),Elsevier,Mixed-frequency data sampling regressions; Forecasting; High-frequency financial data; Capital- and labor-intensive industry equity returns,C22; E27; G17,Econometrics and economic theory; Financial economics; Equities; Forecasts,"Jahan-Parvar, Mohammad R., and William W. Lang (2024). ""Which daily equity returns improve output forecasts?"" Economics Letters, vol. 243 (October). DOI: https://doi.org/10.1016/j.econlet.2024.111897",,,9157.0,,,,,,m1mxj00,"pja212: Jahan-Parvar, Mohammad R.",http://taxonomy.frb.gov/rl/person/i1704; http://taxonomy.frb.gov/rl/person/i2035,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p303,,12536
https://www.ijcb.org/journal/ijcb24q4a3.pdf,Academic articles,Financial Stability Governance and Central Bank Communications,"Londono, Juan M.; Claessens, Stijn; Correa, Ricardo",Juan M. Londono; Stijn Claessens; Ricardo Correa,,,International Finance,"We investigate how central banks’ financial stability governance frameworks influence their financial stability communication strategies and their effectiveness in preventing financial stress. Using data for 24 central banks, we test how communication strategies and their effectiveness depend on the powers assigned to these institutions. We find robust evidence that communications by central banks represented in interagency financial stability committees with more powers are more effective in mitigating a deterioration in financial conditions. These central banks also use macroprudential tools more consistently with their communications and, after conditions deteriorate, transmit a calmer message, suggesting that the ability to use macroprudential tools strengthens incentives not to just “cry wolf.”",,,Print,International Journal of Central Banking,,1815-4654,1815-7556,20,4,pp. 175-220,2024-10,2024.0,,2024Q4 (IF),Association of the International Journal of Central Banking,,G15; G28,Monetary policy; Financial economics; Financial stability; Monetary policy communication,"Londono, Juan M., Stijn Claessens, and Ricardo Correa (2024). ""Financial Stability Governance and Central Bank Communications&#44;"" International Journal of Central Banking, vol. 20, no. 4, pp. 175-220.",,,7991.1,https://cdm16798.contentdm.oclc.org/digital/collection/p16798coll7/id/9918/rec/2,,,,,m1jxl03; m1rxc00; m1cac04,"plo533: Londono, Juan M.; pco827: Correa, Ricardo",http://taxonomy.frb.gov/rl/person/i2191; http://taxonomy.frb.gov/rl/person/i634; http://taxonomy.frb.gov/rl/person/i698,http://taxonomy.frb.gov/rl/organization/o65,http://taxonomy.frb.gov/rl/publication/p530,,10806
https://academic.oup.com/rfs/advance-article/doi/10.1093/rfs/hhae032/7701357,Academic articles,Firm Networks and Asset Returns,"Ramírez, Carlos",Carlos A. Ramírez,,,Research and Statistics,"Changes in the propagation of shocks along firm networks are important to understanding aggregate and cross-sectional features of stock returns. When calibrated to match key characteristics of supplier–customer networks in the United States, a model in which firms are interlinked via enduring relationships generates long-run consumption risks, high and volatile risk premiums, and a small and stable risk-free rate. The model also matches cross-sectional patterns of portfolio returns sorted by firm centrality, a feature unaccounted for by standard asset pricing models.",,10.1093/rfs/hhae032,Print,Review of Financial Studies,,0893-9454,1465-7368,37,10,pp. 3050-3091,2024-10,2024.0,,2024Q1 (RS),Oxford University Press,,C67; E30; G12; L14,Industrial organization; Financial economics; Asset pricing; Market structure and competition,"Ramírez, Carlos A. (2024). ""Firm Networks and Asset Returns&#44;"" The Review of Financial Studies, vol. 37, no. 10, pp. 3050-3091. DOI: https://doi.org/10.1093/rfs/hhae032",,,1492.2,Finance and Economics Discussion Series 2017-014r : https://frb.contentdm.oclc.org/digital/collection/p16798coll7/id/9433/rec/3,,,,,m1car03,,http://taxonomy.frb.gov/rl/person/i2912,http://taxonomy.frb.gov/rl/organization/o241,http://taxonomy.frb.gov/rl/publication/p1111,,12387
https://pubsonline.informs.org/doi/10.1287/mnsc.2021.01831,Academic articles,Inferring Intermediary Risk Exposure from Trade,"Anderson, Christopher; Liu, Weifeng",Chris Anderson; Weiling Liu,,,Supervision and Regulation,"We propose a novel measure of intermediary risk exposure based on the fraction of all trade that is conducted between dealers, called the interdealer trade (IDT) measure. Intuitively, when dealers' aggregate risk exposure rises, they trade more with each other to redistribute inventory shocks. Consistent with risk exposures relating to expected returns, market-specific IDT measures add incremental return predictability across five different markets. For example, one-standard-deviation increases in the Treasury and foreign exchange (FX) IDT measures, respectively, forecast a 1.8% higher annual excess return on a five-year bond and a 3.7% higher annual excess return on currency-specific FX trades.",,10.1287/mnsc.2021.01831,Print,Management Science,,0025-1909,,70,10,pp. 6966-6982,2024-10,2024.0,,,Institute for Operations Research and the Management Sciences,Financial regulation; Financial intermediation; Finance: asset pricing; Bond markets,,Financial economics; International economics,"Anderson, Chris, and Weifeng Liu (2024). ""Inferring Intermediary Risk Exposure from Trade&#44;"" Management Science, vol. 70, 10, pp. 6966-6982. DOI: https://doi.org/10.1287/mnsc.2021.01831",,,8859.0,,,,,,m1csa00,"pan495: Anderson, Christopher",http://taxonomy.frb.gov/rl/person/i110; http://taxonomy.frb.gov/rl/person/i4397,http://taxonomy.frb.gov/rl/organization/o362,http://taxonomy.frb.gov/rl/publication/p730,,12186
https://onlinelibrary.wiley.com/doi/10.1111/obes.12608,Academic articles,Does Self‐employment Pay? The Role of Unemployment and Earnings Risk,"Garcia-Cabo, Joaquin; Madera, Rocio",Joaquín García-Cabo; Rocio Madera,,,International Finance,"This paper documents the role of unemployment and earnings risk in reconciling evidence in payoff differentials between self‐employment and paid‐employment. Using Spanish administrative data, we characterize the distribution and dynamics of earnings and document lower and less dispersed earnings in self‐employment. We consider alternative hypotheses and highlight the role of lower unemployment risk in self‐employment. We decompose earnings risk dynamics by estimating a life‐cycle earnings process. Indeed, the self‐employed experience lower returns but also face lower volatility and persistence of shocks throughout their life‐cycle. Our results challenge the conventional view that self‐employment necessarily entails higher risk and highlight that accounting for differences in labour earnings risk is important to reconcile the payoff differentials between self‐employment and paid‐employment.",,10.1111/obes.12608,Print,Oxford Bulletin of Economics and Statistics,,0305-9049,1468-0084,86,5,pp. 1163-1197,2024-10,2024.0,,2024Q4 (IF),John Wiley & Sons,,,Labor economics; Labor supply; Unemployment,"Garcia-Cabo, Joaquin, and Rocio Madera (2024). ""Does Self‐employment Pay? The Role of Unemployment and Earnings Risk&#44;"" Oxford Bulletin of Economics and Statistics, vol. 86, no. 5, pp. 1163-1197. DOI: https://doi.org/10.1111/obes.12608",,,9010.0,,,,,,m1jxg05,,http://taxonomy.frb.gov/rl/person/i1248; http://taxonomy.frb.gov/rl/person/i2262,http://taxonomy.frb.gov/rl/organization/o393,http://taxonomy.frb.gov/rl/publication/p823,,12358
https://www.aeaweb.org/articles?id=10.1257/mac.20220273&&from=f,Academic articles,Is There a Stable Relationship between Unemployment and Future Inflation?,"Fitzgerald, Terry; Jones, Callum J.; Kulish, Mariano; Nicolini, Juan Pablo",Terry Fitzgerald; Callum Jones; Mariano Kulish; Juan Pablo Nicolini,,,Monetary Affairs,"Evaluating the stability of the Phillips curve using aggregate data is challenging, due to the bias that endogenous monetary policy imparts on estimated Phillips curve coefficients. We argue that regional data can be used to identify the structural relationship between unemployment and inflation. Our analysis using city and state-level data from 1977–2017, is consistent with the notion that both the reduced form and the structural parameters of the Phillips curve are, to a substantial degree, quite stable.",,10.1257/mac.20220273,Print,American Economic Journal: Macroeconomics,,1945-7707,1945-7715,16,4,pp. 114-142,2024-10,2024.0,,2024Q3 (MA),American Economic Association,,,Labor economics; Unemployment; Inflation,"Fitzgerald, Terry, Callum J. Jones, Mariano Kulish, and Juan Pablo Nicolini (2024). ""Is There a Stable Relationship between Unemployment and Future Inflation?"" American Economic Journal: Macroeconomics, vol. 16. no. 4, pp. 114-142. DOI: https://doi.org/10.1257/mac.20220273",,,9175.0,,,,,,m1cjj00,"pku94: Kulish, Mariano; pni159: Nicolini, Juan Pablo",http://taxonomy.frb.gov/rl/person/i5389; http://taxonomy.frb.gov/rl/person/i3982; http://taxonomy.frb.gov/rl/person/i4099; http://taxonomy.frb.gov/rl/person/i2640,http://taxonomy.frb.gov/rl/organization/o26,http://taxonomy.frb.gov/rl/publication/p17,,12560
https://onlinelibrary.wiley.com/doi/10.1002/jae.3062,Academic articles,The stability and economic relevance of output gap estimates,"Barbarino, Alessandro; Berge, Travis J.; Stella, Andrea",Alessandro Barbarino; Travis J. Berge; Andrea Stella,,,Research and Statistics,"Output gaps that are estimated in real time can differ substantially from those estimated after the fact. We provide a comprehensive comparison of real‐time output gap estimates, with the aim of understanding this real‐time instability. Using a statistical decomposition, we find that including Okun's law relationship improves real‐time stability by alleviating the end‐point problem. Models that include the unemployment rate also produce output gaps with relevant economic content.",,10.1002/jae.3062,Print,Journal of Applied Econometrics,,0883-7252,,39,6,pp. 1065-1081,2024-10,2024.0,,2024Q3 (RS),John Wiley & Sons,,,Econometrics and economic theory,"Barbarino, Alessandro, Travis J. Berge, and Andrea Stella (2024). ""The stability and economic relevance of output gap estimates&#44;"" Journal of Applied Econometrics, vol. 39, no. 6, pp. 1065-1081. DOI: https://doi.org/10.1002/jae.3062",,,9193.0,,,,,,m1axb01; m1tjb02; m1axs03,"pba703: Barbarino, Alessandro; pbe546: Berge, Travis J.; pst563: Stella, Andrea",http://taxonomy.frb.gov/rl/person/i212; http://taxonomy.frb.gov/rl/person/i303; http://taxonomy.frb.gov/rl/person/i3380,http://taxonomy.frb.gov/rl/organization/o393,http://taxonomy.frb.gov/rl/publication/p585,,12587
https://www.newyorkfed.org/research/epr/2024/epr_2024_climate-financial-stability_brunetti,Academic articles,Climate-Related Financial Stability Risks for the United States: Methods and Applications,"Brunetti, Celso; Crosignani, Matteo; Dennis, Benjamin; Kotta, Gurubala; Morgan, Donald P.; Shin, Chaehee; Zer, Ilknur",Celso Brunetti; Matteo Crosignani; Benjamin Dennis; Gurubala Kotta; Donald P. Morgan; Chaehee Shin; Ilknur Zer,,,Financial Stability; Monetary Affairs; Research and Statistics; Supervision and Regulation,"The authors review ten broad classes of models that have been used to study potential financial stability risks arising from climate change in the United States. Their lens is primarily methodological: They describe each modeling technique, its advantages and disadvantages, and its key results. They find that statistical methods, based on reduced-form econometrics, are the most used tool, followed by general equilibrium models. While no approach in isolation addresses the complexity of climate-related financial stability risks, they discuss how existing techniques can be combined to inform policymakers and the private sector about climate-related financial stability risks for the United States.",,10.59576/epr.30.1.1-37,Online only,Economic Policy Review,,1932-0426,,30,1,1-37,2024-10,2024.0,,2024Q3 (RS); 2024Q4 (MA),Federal Reserve Bank of New York,,C10; D58; G10; G20; Q54,Environmental economics; Financial economics; Climate; Financial stability,"Brunetti, Celso, Matteo Crosignani, Benjamin Dennis, Gurubala Kotta, Donald P. Morgan, Chaehee Shin, and Ilknur Zer. 2024. “Climate-Related Financial Stability Risks for the United States: Methods and Applications&#44;” Federal Reserve Bank of New York Economic Policy Review 30, no. 1, October. https://doi.org/10.59576/epr.30.1.1-37",,,8312.1,Finance and Economics Discussion Series 2022-043 : https://frb.contentdm.oclc.org/digital/collection/p16798coll7/id/10391/rec/2,,,,,m1cxb03; m1mxc06; m1bxd01; m1gsk00; m1cxs02; m1ixz00,"pbr67: Brunetti, Celso; pde140: Dennis, Benjamin; pmo418: Morgan, Donald P.",http://taxonomy.frb.gov/rl/person/i449; http://taxonomy.frb.gov/rl/person/i728; http://taxonomy.frb.gov/rl/person/i841; http://taxonomy.frb.gov/rl/person/i4144; http://taxonomy.frb.gov/rl/person/i2532; http://taxonomy.frb.gov/rl/person/i3241; http://taxonomy.frb.gov/rl/person/i3910,http://taxonomy.frb.gov/rl/organization/o267,http://taxonomy.frb.gov/rl/publication/p281,,12584
https://linkinghub.elsevier.com/retrieve/pii/S0304393224000503,Academic articles,"Cross-sectional financial conditions, business cycles and the lending channel","Ferreira, Thiago Revil T.",Thiago R.T. Ferreira,,,International Finance,"I document business cycle properties of the cross-sectional distributions of U.S. stock returns and credit spreads. The skewness of returns of financial firms (SRF) best predicts economic activity, while being a barometer for the lending channel—credit supply shifts beyond what is explained by borrowers’ conditions. SRF also predict firm-level investment beyond firms’ balance sheets. Using a structural model, I estimate that while SRF is highly cyclical, shocks to the cross-sectional skewness of financial firms’ asset quality help explain GDP growth in historical episodes. These results point to the cross-section of financial firms playing a prominent role in business cycles.",,10.1016/j.jmoneco.2024.103597,Online only,Journal of Monetary Economics,,0304-3932,1873-1295,147,,,2024-10,2024.0,,2024Q4 (IF),Elsevier,Cross-sectional; Skewness; Business cycles; Lending channel,E32; E37; E44; G10,Macroeconomic activity; Monetary policy; Business fluctuations; Monetary policy transmission,"Ferreira, Thiago Revil T. (2024). ""Cross-sectional financial conditions, business cycles and the lending channel&#44;"" Journal of Monetary Economics, vol. 147 (October). DOI: https://doi.org/10.1016/j.jmoneco.2024.103597",,,8112.1,International Finance Discussion Papers 1335 : https://cdm16798.contentdm.oclc.org/digital/collection/p16798coll7/id/10091/rec/2,,,,,m1trt00,,http://taxonomy.frb.gov/rl/person/i1106,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p659,,12403
https://linkinghub.elsevier.com/retrieve/pii/S0304393224000527,Academic articles,Effects of monetary policy on household expectations: The role of homeownership,"Ahn, Hie Joo; Xie, Shihan; Yang, Choongryul",Hie Joo Ahn; Shihan Xie; Choongryul Yang,,,Research and Statistics,"We study the role of homeownership in the effectiveness of monetary policy on households’ expectations based on individual-level microdata in the U.S. We find that homeowners lower their near-term inflation expectations and optimism about the labor market outlook in response to a rise in mortgage rates, while renters are less likely to do so. We further show that forward guidance shocks lead to similar differences between homeowners and renters. Our results suggest that homeowners pay attention to news on interest rates and adjust their expectations accordingly in a manner consistent with the intended effect of monetary policy. We characterize this empirical finding with a rational inattention model where mortgage payments create an incentive for homeowners to acquire information on monetary policy, unlike renters. This housing-driven endogenous attentiveness is the key mechanism behind the compelling empirical link among homeownership, attention, and the transmission of monetary policy.",,10.1016/j.jmoneco.2024.103599,Online only,Journal of Monetary Economics,,0304-3932,1873-1295,147,,,2024-10,2024.0,,2024Q2 (RS),Elsevier,Inflation expectations; Homeownership; Rational inattention; Monetary policy; Forward guidance,D83; D84; E31; E52,Monetary policy; Homeownership,"Ahn, Hie Joo, Shihan Xie, and Choongryul Yang (2024). ""Effects of monetary policy on household expectations: The role of homeownership&#44;"" Journal of Monetary Economics, vol. 147 (October). DOI: https://doi.org/10.1016/j.jmoneco.2024.103599",,,8317.1,,,,,,m1hxa02; m1cxy01,"pya552: Yang, Choongryul",http://taxonomy.frb.gov/rl/person/i39; http://taxonomy.frb.gov/rl/person/i4671; http://taxonomy.frb.gov/rl/person/i3852,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p659,,12405
https://linkinghub.elsevier.com/retrieve/pii/S0304393224000540,Academic articles,The credit channel of public procurement,"Gabriel, Ricardo Duque",Ricardo Duque Gabriel,,,Supervision and Regulation,"Public procurement accounts for one-third of government spending. In this paper, I document a new mechanism through which government procurement promotes firm growth: firms use procurement contracts to increase cash flow based lending. I use Portuguese administrative data from 2009 to 2019 and exploit public contests as a source of quasi-exogenous variation in the award of procurement contracts. Winning one additional euro from a procurement contract increases firm credit by 7 cents at lower interest rates. This finding highlights a mechanism through which future fiscal stimulus can impact the real economy today: procurement contracts increase firms’ net worth by increasing future cash flows that can be used as collateral to ease borrowing constraints and boost corporate liquidity. Consequently, this enhanced access to credit promotes higher investment and employment, with these effects being more pronounced and persistent in smaller and financially constrained firms. At the aggregate level, I empirically estimate that spending one additional euro in public procurement increases regional output by 1.3 euros with the credit channel accounting for 5% of it.",,10.1016/j.jmoneco.2024.103601,Online only,Journal of Monetary Economics,,0304-3932,1873-1295,147,Supplement,,2024-10,2024.0,,,Elsevier,Credit; Collateral; Corporate finance; Fiscal policy; Public procurement,E62; G38; H32; H57; H81,Monetary policy; Public economics; Monetary policy transmission,"Gabriel, Ricardo Duque (2024). ""The credit channel of public procurement&#44;"" Journal of Monetary Economics, vol. 147, Supplement. DOI: https://doi.org/10.1016/j.jmoneco.2024.103601",,,9044.0,,,,,,m1rfd00,,http://taxonomy.frb.gov/rl/person/i5140,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p659,,12404
https://www.sciencedirect.com/science/article/pii/S157230892030142X,Academic articles,Sowing the Seeds of Financial Imbalances: The Role of Macroeconomic Performance,"Afanasyeva, Elena; Jerow, Sam; Lee, Seung Jung; Modugno, Michele",Elena Afanasyeva; Sam Jerow; Seung Jung Lee; Michele Modugno,,Francisco Palomino; Alex Martin; Matthew Deininger; Mark Carlson; Domenico Giannone; Luca Guerrieri; Michael Kiley; Lutz Kilian; Sai Ma; Ed Nelson; Michael Palumbo,Financial Stability; International Finance,"The seeds of financial imbalances are sown in times of buoyant economic growth. We study the link between macroeconomic performance and financial imbalances, focusing on the experience of the United States since the 1960s. We first follow a narrative approach to review historical episodes of significant financial imbalances and find that the onset of financial disturbances typically occurs when the economy is running hot. We then look for evidence of a statistical link between measures of macroeconomic conditions and financial imbalances. In our in-sample analysis, we find that strong economic growth is followed by a buildup of financial imbalances across all dimensions of the National Financial Conditions Index. In our out-of-sample analysis, we find that the link between strong economic performance and increases in nonfinancial leverage is particularly strong and robust. Using a structural VAR identified with narrative sign restrictions, we also demonstrate that business cycle shocks are important drivers of nonfinancial leverage.",,10.1016/j.jfs.2020.100839,Online only,Journal of Financial Stability,,1572-3089,1878-0962,74,,,2024-10,2024.0,,2024Q4 (IF),Elsevier,Business cycle; Financial cycle; Financial stability; Forecasting; Sign-restricted SVAR,C32; G21; N22,Economic history; Financial economics; Macroeconomic activity,"Afanasyeva, Elena, Sam Jerow, Seung Jung Lee, and Michele Modugno (2024). ""Sowing the Seeds of Financial Imbalances: The Role of Macroeconomic Performance&#44;"" Journal of Financial Stability, vol. 74 (October). DOI: https://doi.org/10.1016/j.jfs.2020.100839",,,1786.1,Finance and Economics Discussion Series 2020-028 : https://cdm16798.contentdm.oclc.org/digital/collection/p16798coll7/id/8900/rec/1,,,,,m1exa02; m1sjl00; m1mxm04; m1sbj00,"paf56: Afanasyeva, Elena; ple874: Lee, Seung Jung; pmo711: Modugno, Michele",http://taxonomy.frb.gov/rl/person/i31; http://taxonomy.frb.gov/rl/person/i1728; http://taxonomy.frb.gov/rl/person/i2073; http://taxonomy.frb.gov/rl/person/i2493,http://taxonomy.frb.gov/rl/organization/o226,http://taxonomy.frb.gov/rl/publication/p635,,9570
https://www.federalreserve.gov/econres/feds/disagreement-about-the-term-structure-of-inflation-expectations.htm,Working papers,Disagreement About the Term Structure of Inflation Expectations,"Ahn, Hie Joo; Farmer, Leland E.",Hie Joo Ahn; Leland E. Farmer,,,Research and Statistics,"We develop a model of the individual term structure of inflation expectations across forecasting horizons. Using the Survey of Professional Forecasters, we decompose disagreement about inflation expectations into individuals' long-term beliefs, private information, and public information. We find that in normal times, long-horizon disagreement is predominantly driven by individuals' long-term beliefs, while short-horizon disagreement stems from private information. During economic downturns, heterogeneous reactions to public information become a key driver of disagreement at all horizons. When forecasters disagree about public information, monetary policy exhibits a delayed response and a price puzzle emerges, underscoring the importance of anchoring inflation expectations.",,10.17016/FEDS.2024.084,Online only,Finance and Economics Discussion Series,,1936-2854,2767-3898,,2024-084,84 p.,2024-09-27,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),Inflation Expectations; Term Structure; Disagreement; Monetary Policy,E17; E31; E37; E52; E58; E65,Monetary policy; Inflation expectations; Yield curve,"Ahn, Hie Joo, and Leland E. Farmer (2024). ""Disagreement About the Term Structure of Inflation Expectations&#44;"" Finance and Economics Discussion Series 2024-084. Washington: Board of Governors of the Federal Reserve System. https://doi.org/10.17016/FEDS.2024.084",Adobe Portable Document Format,https://www.federalreserve.gov/econres/feds/files/2024084pap.pdf,9185.0,,,,,Consumer Price Index : http://library.frb.gov/record=e1000300 <br> Current Population Survey : http://library.frb.gov/record=e1000301 <br> Data for: Updating the Recession Risk and the Excess Bond Premium : http://library.frb.gov/record=e1001546 <br> Industrial Production and Capacity Utilization (G.17) : http://library.frb.gov/record=e1001101 <br> Selected Interest Rates - Business Daily (H.15) : http://library.frb.gov/record=e1001068 <br> Survey of Professional Forecasters : http://library.frb.gov/record=e1000573,m1hxa02,,http://taxonomy.frb.gov/rl/person/i39; [Leland E. Farmer],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p382,,12572
https://www.federalreserve.gov/econres/notes/feds-notes/rising-auto-loan-delinquencies-and-high-monthly-payments-20240926.html,Short articles and notes,Rising Auto Loan Delinquencies and High Monthly Payments,"Adams, Robert M.; Bord, Vitaly M.; Sannoh, Haja",Robert Adams; Vitaly Bord; Haja Sannoh,,,Research and Statistics,"Delinquency rates on auto loans rose substantially to above pre-pandemic levels by the end of 2023, after falling to historical lows during the COVID-19 pandemic. Because auto loans are an important sector in consumer credit, accounting for about 25 percent of nonmortgage consumer credit, a deeper analysis of the increase in delinquencies can give insights into the financial health of borrowers in consumer credit markets and overall household financial well-being.",,10.17016/2380-7172.3623,Online only,FEDS Notes,,,2380-7172,,2024-09-26,,2024-09-26,2024.0,,,Board of Governors of the Federal Reserve System (U.S.),,,Consumer economics; Auto loans,"Adams, Robert, Vitaly Bord, and Haja Sannoh (2024). ""Rising Auto Loan Delinquencies and High Monthly Payments&#44;"" FEDS Notes 2024-09-26. Washington: Board of Governors of the Federal Reserve System, September 26, https://doi.org/10.17016/2380-7172.3623",Adobe Portable Document Format,https://www.federalreserve.gov/econres/notes/feds-notes/rising-auto-loan-delinquencies-and-high-monthly-payments-20240926.html,9182.0,,,,,AutoCount Risk Report : http://library.frb.gov/record=e1000464 <br> FRBNY Consumer Credit Panel / Equifax : http://library.frb.gov/record=e1000039,m1hxs05; m1vxb05; m1rma01,,[Robert Adams]; [Vitaly Bord]; [Haja Sannoh],http://taxonomy.frb.gov/rl/organization/o95,http://taxonomy.frb.gov/rl/publication/p379,,12563
